[ 2018-02-01 12:08:11 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:05 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:05 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:05 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:05 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:05 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:05 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:06 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:06 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:06 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:30 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:30 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:30 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:30 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:30 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:30 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:31 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:31 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:31 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:21:52 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:00 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:00 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:00 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:00 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:00 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:00 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:01 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:01 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:01 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:25:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-09 10:46:33 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ParseError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ParseError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:46:35 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ParseError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ParseError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:49:18 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of Error given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(Error))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:49:41 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of Error given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(Error))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:50:11 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of Error given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(Error))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:51:07 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of Error given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(Error))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:52:07 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of Error given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(Error))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:53:02 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of Error given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(Error))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 10:53:48 ]  ||  Текст ошибки: Undefined variable: model  ||  Файл: /var/www/dev/asutp/app/controllers/OmProtocolsController.php  ||  Строка: 79
*** *** *** *** ***
[ 2018-02-09 10:54:23 ]  ||  Текст ошибки: Undefined variable: model  ||  Файл: /var/www/dev/asutp/app/controllers/OmProtocolsController.php  ||  Строка: 80
*** *** *** *** ***
[ 2018-02-09 10:54:32 ]  ||  Текст ошибки: Undefined variable: model  ||  Файл: /var/www/dev/asutp/app/controllers/OmProtocolsController.php  ||  Строка: 80
*** *** *** *** ***
[ 2018-02-09 10:55:06 ]  ||  Текст ошибки: Undefined variable: model  ||  Файл: /var/www/dev/asutp/app/controllers/OmProtocolsController.php  ||  Строка: 80
*** *** *** *** ***
[ 2018-02-09 12:48:44 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ParseError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ParseError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 12:49:09 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ParseError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ParseError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 12:49:14 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ParseError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ParseError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 12:50:11 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ParseError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ParseError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-09 12:59:09 ]  ||  Текст ошибки: Plugin 'findBySql' does not exist, add this plugin using: R::ext('findBySql')  ||  Файл: /var/www/dev/asutp/vendor/framework/libs/rb.php  ||  Строка: 12746
*** *** *** *** ***
[ 2018-02-09 13:00:06 ]  ||  Текст ошибки: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'А' in 'where clause'  ||  Файл: /var/www/dev/asutp/vendor/framework/libs/rb.php  ||  Строка: 735
*** *** *** *** ***
[ 2018-02-09 13:30:19 ]  ||  Текст ошибки: Allowed memory size of 134217728 bytes exhausted (tried to allocate 20480 bytes)  ||  Файл: /var/www/dev/asutp/vendor/framework/libs/rb.php  ||  Строка: 723
*** *** *** *** ***
[ 2018-02-09 15:48:52 ]  ||  Текст ошибки: SQLSTATE[42000]: Syntax error or access violation: 1065 Query was empty  ||  Файл: /var/www/dev/asutp/vendor/framework/libs/rb.php  ||  Строка: 735
*** *** *** *** ***
[ 2018-02-20 10:01:01 ]  ||  Текст ошибки: Undefined index: controller  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-20 10:01:01 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-20 10:02:10 ]  ||  Текст ошибки: Undefined index: controller  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-20 10:02:46 ]  ||  Текст ошибки: Undefined index: controller  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-20 10:04:19 ]  ||  Текст ошибки: Котроллер <b>app\controllers\HttpsController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 109
*** *** *** *** ***
